GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0020100016,448,2199,Tyson Chandler,1610612741,Chicago Bulls,4,2,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-111,146,1,0,20011031,CHI,IND
Shot Chart Detail,0020100016,451,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-160,7,1,0,20011031,CHI,IND
Shot Chart Detail,0020100039,210,2199,Tyson Chandler,1610612741,Chicago Bulls,2,3,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-138,68,1,0,20011103,CHI,NYK
Shot Chart Detail,0020100039,237,2199,Tyson Chandler,1610612741,Chicago Bulls,2,0,53,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011103,CHI,NYK
Shot Chart Detail,0020100067,17,2199,Tyson Chandler,1610612741,Chicago Bulls,1,10,14,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011107,CHI,DET
Shot Chart Detail,0020100067,40,2199,Tyson Chandler,1610612741,Chicago Bulls,1,7,16,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,56,61,1,0,20011107,CHI,DET
Shot Chart Detail,0020100067,43,2199,Tyson Chandler,1610612741,Chicago Bulls,1,6,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,62,34,1,0,20011107,CHI,DET
Shot Chart Detail,0020100067,246,2199,Tyson Chandler,1610612741,Chicago Bulls,3,11,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011107,CHI,DET
Shot Chart Detail,0020100067,383,2199,Tyson Chandler,1610612741,Chicago Bulls,4,6,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,68,146,1,0,20011107,CHI,DET
Shot Chart Detail,0020100073,116,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,4,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011108,MIN,CHI
Shot Chart Detail,0020100073,297,2199,Tyson Chandler,1610612741,Chicago Bulls,3,3,23,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011108,MIN,CHI
Shot Chart Detail,0020100073,427,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,37,198,1,0,20011108,MIN,CHI
Shot Chart Detail,0020100073,441,2199,Tyson Chandler,1610612741,Chicago Bulls,4,0,15,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011108,MIN,CHI
Shot Chart Detail,0020100114,353,2199,Tyson Chandler,1610612741,Chicago Bulls,4,10,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,115,17,1,0,20011114,LAC,CHI
Shot Chart Detail,0020100114,357,2199,Tyson Chandler,1610612741,Chicago Bulls,4,10,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,121,4,1,1,20011114,LAC,CHI
Shot Chart Detail,0020100128,196,2199,Tyson Chandler,1610612741,Chicago Bulls,2,1,19,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,61,1,1,20011116,SAC,CHI
Shot Chart Detail,0020100128,366,2199,Tyson Chandler,1610612741,Chicago Bulls,4,11,12,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011116,SAC,CHI
Shot Chart Detail,0020100128,386,2199,Tyson Chandler,1610612741,Chicago Bulls,4,8,33,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,51,1,0,20011116,SAC,CHI
Shot Chart Detail,0020100128,473,2199,Tyson Chandler,1610612741,Chicago Bulls,4,0,9,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011116,SAC,CHI
Shot Chart Detail,0020100139,499,2199,Tyson Chandler,1610612741,Chicago Bulls,4,0,1,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011117,GSW,CHI
Shot Chart Detail,0020100159,148,2199,Tyson Chandler,1610612741,Chicago Bulls,2,8,9,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011121,MIL,CHI
Shot Chart Detail,0020100179,317,2199,Tyson Chandler,1610612741,Chicago Bulls,3,1,57,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011124,NYK,CHI
Shot Chart Detail,0020100198,90,2199,Tyson Chandler,1610612741,Chicago Bulls,1,0,37,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,77,34,1,0,20011127,NJN,CHI
Shot Chart Detail,0020100198,94,2199,Tyson Chandler,1610612741,Chicago Bulls,1,0,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011127,NJN,CHI
Shot Chart Detail,0020100250,360,2199,Tyson Chandler,1610612741,Chicago Bulls,4,4,49,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011204,CHI,HOU
Shot Chart Detail,0020100250,373,2199,Tyson Chandler,1610612741,Chicago Bulls,4,3,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011204,CHI,HOU
Shot Chart Detail,0020100250,376,2199,Tyson Chandler,1610612741,Chicago Bulls,4,2,48,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011204,CHI,HOU
Shot Chart Detail,0020100255,326,2199,Tyson Chandler,1610612741,Chicago Bulls,4,10,48,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011205,ORL,CHI
Shot Chart Detail,0020100255,356,2199,Tyson Chandler,1610612741,Chicago Bulls,4,7,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-166,-19,1,0,20011205,ORL,CHI
Shot Chart Detail,0020100255,363,2199,Tyson Chandler,1610612741,Chicago Bulls,4,7,4,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011205,ORL,CHI
Shot Chart Detail,0020100255,366,2199,Tyson Chandler,1610612741,Chicago Bulls,4,6,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-172,40,1,1,20011205,ORL,CHI
Shot Chart Detail,0020100255,405,2199,Tyson Chandler,1610612741,Chicago Bulls,4,2,28,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,23,1,1,20011205,ORL,CHI
Shot Chart Detail,0020100255,414,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,32,192,1,1,20011205,ORL,CHI
Shot Chart Detail,0020100296,324,2199,Tyson Chandler,1610612741,Chicago Bulls,3,0,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011211,CHI,NJN
Shot Chart Detail,0020100296,363,2199,Tyson Chandler,1610612741,Chicago Bulls,4,7,50,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011211,CHI,NJN
Shot Chart Detail,0020100296,392,2199,Tyson Chandler,1610612741,Chicago Bulls,4,4,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011211,CHI,NJN
Shot Chart Detail,0020100296,396,2199,Tyson Chandler,1610612741,Chicago Bulls,4,3,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-155,19,1,1,20011211,CHI,NJN
Shot Chart Detail,0020100315,81,2199,Tyson Chandler,1610612741,Chicago Bulls,1,2,31,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,15,1,1,20011214,BOS,CHI
Shot Chart Detail,0020100315,116,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,21,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,37,97,1,0,20011214,BOS,CHI
Shot Chart Detail,0020100315,387,2199,Tyson Chandler,1610612741,Chicago Bulls,4,8,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,13,1,0,20011214,BOS,CHI
Shot Chart Detail,0020100315,389,2199,Tyson Chandler,1610612741,Chicago Bulls,4,8,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,13,1,0,20011214,BOS,CHI
Shot Chart Detail,0020100323,133,2199,Tyson Chandler,1610612741,Chicago Bulls,2,9,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011215,CHI,ATL
Shot Chart Detail,0020100323,396,2199,Tyson Chandler,1610612741,Chicago Bulls,4,7,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011215,CHI,ATL
Shot Chart Detail,0020100339,108,2199,Tyson Chandler,1610612741,Chicago Bulls,2,11,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,0,20011218,CLE,CHI
Shot Chart Detail,0020100339,133,2199,Tyson Chandler,1610612741,Chicago Bulls,2,7,49,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,28,1,1,20011218,CLE,CHI
Shot Chart Detail,0020100339,166,2199,Tyson Chandler,1610612741,Chicago Bulls,2,4,32,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20011218,CLE,CHI
Shot Chart Detail,0020100339,317,2199,Tyson Chandler,1610612741,Chicago Bulls,3,0,24,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,0,20011218,CLE,CHI
Shot Chart Detail,0020100357,320,2199,Tyson Chandler,1610612741,Chicago Bulls,3,0,42,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-63,28,1,0,20011220,TOR,CHI
Shot Chart Detail,0020100375,43,2199,Tyson Chandler,1610612741,Chicago Bulls,1,6,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,197,0,1,0,20011222,CHI,MIN
Shot Chart Detail,0020100375,334,2199,Tyson Chandler,1610612741,Chicago Bulls,4,8,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011222,CHI,MIN
Shot Chart Detail,0020100375,390,2199,Tyson Chandler,1610612741,Chicago Bulls,4,4,26,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011222,CHI,MIN
Shot Chart Detail,0020100375,417,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,186,-2,1,0,20011222,CHI,MIN
Shot Chart Detail,0020100375,426,2199,Tyson Chandler,1610612741,Chicago Bulls,4,0,33,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011222,CHI,MIN
Shot Chart Detail,0020100393,97,2199,Tyson Chandler,1610612741,Chicago Bulls,1,2,29,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-33,26,1,0,20011226,MEM,CHI
Shot Chart Detail,0020100393,128,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,40,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011226,MEM,CHI
Shot Chart Detail,0020100393,458,2199,Tyson Chandler,1610612741,Chicago Bulls,4,2,36,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-18,57,1,0,20011226,MEM,CHI
Shot Chart Detail,0020100393,469,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,49,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011226,MEM,CHI
Shot Chart Detail,0020100403,129,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,37,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011227,DAL,CHI
Shot Chart Detail,0020100403,302,2199,Tyson Chandler,1610612741,Chicago Bulls,3,4,48,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011227,DAL,CHI
Shot Chart Detail,0020100403,368,2199,Tyson Chandler,1610612741,Chicago Bulls,4,10,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011227,DAL,CHI
Shot Chart Detail,0020100418,103,2199,Tyson Chandler,1610612741,Chicago Bulls,2,11,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011229,CHI,CLE
Shot Chart Detail,0020100418,436,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,159,13,1,0,20011229,CHI,CLE
Shot Chart Detail,0020100418,440,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-162,23,1,1,20011229,CHI,CLE
Shot Chart Detail,0020100418,442,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011229,CHI,CLE
Shot Chart Detail,0020100430,111,2199,Tyson Chandler,1610612741,Chicago Bulls,2,11,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-151,38,1,1,20011231,CHI,MIL
Shot Chart Detail,0020100430,118,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,7,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011231,CHI,MIL
Shot Chart Detail,0020100438,164,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,60,173,1,0,20020102,CHI,DAL
Shot Chart Detail,0020100438,307,2199,Tyson Chandler,1610612741,Chicago Bulls,3,6,48,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020102,CHI,DAL
Shot Chart Detail,0020100438,348,2199,Tyson Chandler,1610612741,Chicago Bulls,3,3,5,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020102,CHI,DAL
Shot Chart Detail,0020100447,127,2199,Tyson Chandler,1610612741,Chicago Bulls,2,9,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020104,WAS,CHI
Shot Chart Detail,0020100447,151,2199,Tyson Chandler,1610612741,Chicago Bulls,2,7,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-23,184,1,1,20020104,WAS,CHI
Shot Chart Detail,0020100447,345,2199,Tyson Chandler,1610612741,Chicago Bulls,4,11,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,9,1,0,20020104,WAS,CHI
Shot Chart Detail,0020100447,364,2199,Tyson Chandler,1610612741,Chicago Bulls,4,8,34,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-6,1,1,20020104,WAS,CHI
Shot Chart Detail,0020100462,288,2199,Tyson Chandler,1610612741,Chicago Bulls,3,7,35,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,45,40,1,1,20020105,CHI,UTA
Shot Chart Detail,0020100462,400,2199,Tyson Chandler,1610612741,Chicago Bulls,4,8,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020105,CHI,UTA
Shot Chart Detail,0020100477,101,2199,Tyson Chandler,1610612741,Chicago Bulls,2,11,9,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020107,CHI,SEA
Shot Chart Detail,0020100477,112,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,18,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020107,CHI,SEA
Shot Chart Detail,0020100477,281,2199,Tyson Chandler,1610612741,Chicago Bulls,3,4,37,Made Shot,Follow Up Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020107,CHI,SEA
Shot Chart Detail,0020100477,288,2199,Tyson Chandler,1610612741,Chicago Bulls,3,3,40,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020107,CHI,SEA
Shot Chart Detail,0020100477,338,2199,Tyson Chandler,1610612741,Chicago Bulls,4,9,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,26,42,1,0,20020107,CHI,SEA
Shot Chart Detail,0020100477,411,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,16,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-25,78,1,1,20020107,CHI,SEA
Shot Chart Detail,0020100477,415,2199,Tyson Chandler,1610612741,Chicago Bulls,4,0,30,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020107,CHI,SEA
Shot Chart Detail,0020100477,420,2199,Tyson Chandler,1610612741,Chicago Bulls,4,0,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020107,CHI,SEA
Shot Chart Detail,0020100493,115,2199,Tyson Chandler,1610612741,Chicago Bulls,2,9,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020109,CHI,TOR
Shot Chart Detail,0020100493,336,2199,Tyson Chandler,1610612741,Chicago Bulls,4,8,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-63,148,1,1,20020109,CHI,TOR
Shot Chart Detail,0020100502,170,2199,Tyson Chandler,1610612741,Chicago Bulls,2,6,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,167,68,1,0,20020111,IND,CHI
Shot Chart Detail,0020100502,319,2199,Tyson Chandler,1610612741,Chicago Bulls,3,1,22,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,13,1,0,20020111,IND,CHI
Shot Chart Detail,0020100502,324,2199,Tyson Chandler,1610612741,Chicago Bulls,3,0,42,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,7,1,0,20020111,IND,CHI
Shot Chart Detail,0020100502,327,2199,Tyson Chandler,1610612741,Chicago Bulls,3,0,35,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,13,1,1,20020111,IND,CHI
Shot Chart Detail,0020100514,136,2199,Tyson Chandler,1610612741,Chicago Bulls,2,9,34,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020112,CHI,LAL
Shot Chart Detail,0020100514,163,2199,Tyson Chandler,1610612741,Chicago Bulls,2,7,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020112,CHI,LAL
Shot Chart Detail,0020100514,379,2199,Tyson Chandler,1610612741,Chicago Bulls,3,2,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020112,CHI,LAL
Shot Chart Detail,0020100514,496,2199,Tyson Chandler,1610612741,Chicago Bulls,4,1,46,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020112,CHI,LAL
Shot Chart Detail,0020100514,597,2199,Tyson Chandler,1610612741,Chicago Bulls,5,0,28,Made Shot,Follow Up Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020112,CHI,LAL
Shot Chart Detail,0020100533,119,2199,Tyson Chandler,1610612741,Chicago Bulls,2,8,56,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,7,63,1,0,20020115,CHI,CHH
Shot Chart Detail,0020100545,352,2199,Tyson Chandler,1610612741,Chicago Bulls,3,0,48,Made Shot,Follow Up Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020117,ATL,CHI
Shot Chart Detail,0020100575,98,2199,Tyson Chandler,1610612741,Chicago Bulls,1,1,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-6,40,1,0,20020121,CHI,IND
Shot Chart Detail,0020100575,112,2199,Tyson Chandler,1610612741,Chicago Bulls,1,0,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,119,131,1,0,20020121,CHI,IND
Shot Chart Detail,0020100618,100,2199,Tyson Chandler,1610612741,Chicago Bulls,1,0,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-20,154,1,0,20020126,CHI,MEM
Shot Chart Detail,0020100618,130,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,25,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6,63,1,0,20020126,CHI,MEM
Shot Chart Detail,0020100618,133,2199,Tyson Chandler,1610612741,Chicago Bulls,2,9,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-58,148,1,0,20020126,CHI,MEM
Shot Chart Detail,0020100618,169,2199,Tyson Chandler,1610612741,Chicago Bulls,2,6,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020126,CHI,MEM
Shot Chart Detail,0020100634,100,2199,Tyson Chandler,1610612741,Chicago Bulls,2,11,40,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020129,PHX,CHI
Shot Chart Detail,0020100634,135,2199,Tyson Chandler,1610612741,Chicago Bulls,2,7,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,82,1,0,20020129,PHX,CHI
Shot Chart Detail,0020100634,156,2199,Tyson Chandler,1610612741,Chicago Bulls,2,4,52,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020129,PHX,CHI
Shot Chart Detail,0020100634,297,2199,Tyson Chandler,1610612741,Chicago Bulls,3,0,59,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020129,PHX,CHI
Shot Chart Detail,0020100634,339,2199,Tyson Chandler,1610612741,Chicago Bulls,4,8,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020129,PHX,CHI
Shot Chart Detail,0020100640,135,2199,Tyson Chandler,1610612741,Chicago Bulls,2,10,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020130,UTA,CHI
Shot Chart Detail,0020100640,148,2199,Tyson Chandler,1610612741,Chicago Bulls,2,8,44,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-8,74,1,0,20020130,UTA,CHI
Shot Chart Detail,0020100640,291,2199,Tyson Chandler,1610612741,Chicago Bulls,3,5,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,163,-13,1,1,20020130,UTA,CHI
Shot Chart Detail,0020100640,311,2199,Tyson Chandler,1610612741,Chicago Bulls,3,2,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020130,UTA,CHI
Shot Chart Detail,0020100640,414,2199,Tyson Chandler,1610612741,Chicago Bulls,4,3,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-181,51,1,0,20020130,UTA,CHI
Shot Chart Detail,0020100662,37,2199,Tyson Chandler,1610612741,Chicago Bulls,1,7,6,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-42,34,1,1,20020202,SEA,CHI
Shot Chart Detail,0020100662,60,2199,Tyson Chandler,1610612741,Chicago Bulls,1,4,22,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020202,SEA,CHI
Shot Chart Detail,0020100662,282,2199,Tyson Chandler,1610612741,Chicago Bulls,3,4,29,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020202,SEA,CHI
Shot Chart Detail,0020100672,79,2199,Tyson Chandler,1610612741,Chicago Bulls,1,2,34,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,47,38,1,0,20020203,POR,CHI
