GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0020100069,342,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,2,6,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011107,LAC,MEM
Shot Chart Detail,0020100069,408,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,9,9,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011107,LAC,MEM
Shot Chart Detail,0020100083,19,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,9,48,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-79,61,1,0,20011109,LAL,MEM
Shot Chart Detail,0020100083,28,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,9,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-136,85,1,1,20011109,LAL,MEM
Shot Chart Detail,0020100083,46,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,7,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-79,148,1,0,20011109,LAL,MEM
Shot Chart Detail,0020100083,86,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,4,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,167,108,1,0,20011109,LAL,MEM
Shot Chart Detail,0020100083,181,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,8,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-109,34,1,0,20011109,LAL,MEM
Shot Chart Detail,0020100083,309,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,8,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,119,78,1,1,20011109,LAL,MEM
Shot Chart Detail,0020100083,314,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,7,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-115,85,1,1,20011109,LAL,MEM
Shot Chart Detail,0020100083,319,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,6,40,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011109,LAL,MEM
Shot Chart Detail,0020100083,320,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,6,37,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011109,LAL,MEM
Shot Chart Detail,0020100083,340,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,5,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,62,169,1,1,20011109,LAL,MEM
Shot Chart Detail,0020100083,477,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,3,15,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011109,LAL,MEM
Shot Chart Detail,0020100083,483,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,2,43,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,78,1,0,20011109,LAL,MEM
Shot Chart Detail,0020100083,496,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,1,38,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,3,61,1,0,20011109,LAL,MEM
Shot Chart Detail,0020100098,10,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,10,42,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011112,MEM,GSW
Shot Chart Detail,0020100098,19,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,9,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-84,129,1,0,20011112,MEM,GSW
Shot Chart Detail,0020100098,179,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,6,4,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-48,47,1,0,20011112,MEM,GSW
Shot Chart Detail,0020100098,226,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,1,16,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,22,42,1,1,20011112,MEM,GSW
Shot Chart Detail,0020100098,229,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,0,39,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,28,1,0,20011112,MEM,GSW
Shot Chart Detail,0020100098,249,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,10,33,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-56,21,1,1,20011112,MEM,GSW
Shot Chart Detail,0020100098,313,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,3,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011112,MEM,GSW
Shot Chart Detail,0020100098,329,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,1,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-42,9,1,0,20011112,MEM,GSW
Shot Chart Detail,0020100098,451,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,1,36,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,2,1,1,20011112,MEM,GSW
Shot Chart Detail,0020100098,457,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,0,39,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011112,MEM,GSW
Shot Chart Detail,0020100118,36,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,7,11,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011115,MEM,POR
Shot Chart Detail,0020100118,197,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,1,49,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011115,MEM,POR
Shot Chart Detail,0020100118,230,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,11,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,49,7,1,0,20011115,MEM,POR
Shot Chart Detail,0020100118,264,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,7,27,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-65,40,1,0,20011115,MEM,POR
Shot Chart Detail,0020100136,17,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,9,48,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011117,MEM,CLE
Shot Chart Detail,0020100136,21,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,9,20,Made Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,57,1,1,20011117,MEM,CLE
Shot Chart Detail,0020100136,36,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,6,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,94,63,1,0,20011117,MEM,CLE
Shot Chart Detail,0020100136,54,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,5,0,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011117,MEM,CLE
Shot Chart Detail,0020100136,225,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,0,48,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,102,-13,1,0,20011117,MEM,CLE
Shot Chart Detail,0020100136,248,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,10,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-20,154,1,1,20011117,MEM,CLE
Shot Chart Detail,0020100136,255,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,9,14,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011117,MEM,CLE
Shot Chart Detail,0020100136,258,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,8,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-153,93,1,0,20011117,MEM,CLE
Shot Chart Detail,0020100136,296,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,5,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011117,MEM,CLE
Shot Chart Detail,0020100136,302,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,5,8,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,14,57,1,0,20011117,MEM,CLE
Shot Chart Detail,0020100136,306,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,4,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20011117,MEM,CLE
Shot Chart Detail,0020100136,385,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,8,24,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,41,51,1,1,20011117,MEM,CLE
Shot Chart Detail,0020100157,7,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,10,37,Missed Shot,Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,123,13,1,0,20011121,CLE,MEM
Shot Chart Detail,0020100157,25,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,8,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,0,1,0,20011121,CLE,MEM
Shot Chart Detail,0020100157,58,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,4,33,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-8,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,77,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,2,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,0,20011121,CLE,MEM
Shot Chart Detail,0020100157,118,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,11,35,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,7,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,122,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,10,38,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-4,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,205,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,2,27,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,-13,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,207,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,2,0,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,9,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,231,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,11,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,64,177,1,0,20011121,CLE,MEM
Shot Chart Detail,0020100157,239,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,10,22,Made Shot,Running Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,4,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,241,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,9,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,94,129,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,291,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,4,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-155,55,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,351,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,10,12,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,0,1,1,20011121,CLE,MEM
Shot Chart Detail,0020100157,377,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,8,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-134,9,1,0,20011121,CLE,MEM
Shot Chart Detail,0020100157,382,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,7,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,15,1,0,20011121,CLE,MEM
Shot Chart Detail,0020100174,13,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,10,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,4,1,0,20011123,MEM,PHX
Shot Chart Detail,0020100174,26,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,8,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,100,-17,1,0,20011123,MEM,PHX
Shot Chart Detail,0020100174,45,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,6,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,26,1,0,20011123,MEM,PHX
Shot Chart Detail,0020100174,53,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,5,42,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20011123,MEM,PHX
