GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0020101118,127,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,9,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020409,MEM,DEN
Shot Chart Detail,0020101118,163,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,5,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-42,163,1,0,20020409,MEM,DEN
Shot Chart Detail,0020101118,203,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,1,0,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020409,MEM,DEN
Shot Chart Detail,0020101118,210,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,0,7,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020409,MEM,DEN
Shot Chart Detail,0020101118,244,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,9,1,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,19,1,0,20020409,MEM,DEN
Shot Chart Detail,0020101118,248,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,8,29,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020409,MEM,DEN
Shot Chart Detail,0020101118,312,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,1,35,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020409,MEM,DEN
Shot Chart Detail,0020101118,349,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,9,41,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020409,MEM,DEN
Shot Chart Detail,0020101134,9,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,10,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,63,1,0,20020411,MEM,POR
Shot Chart Detail,0020101134,39,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,6,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020411,MEM,POR
Shot Chart Detail,0020101134,46,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,6,24,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,7,47,1,1,20020411,MEM,POR
Shot Chart Detail,0020101134,185,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,5,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-71,148,1,1,20020411,MEM,POR
Shot Chart Detail,0020101134,194,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,3,57,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-12,36,1,0,20020411,MEM,POR
Shot Chart Detail,0020101134,206,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,2,35,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020411,MEM,POR
Shot Chart Detail,0020101134,216,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,1,29,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-65,21,1,0,20020411,MEM,POR
Shot Chart Detail,0020101134,259,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,9,40,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-18,135,1,1,20020411,MEM,POR
Shot Chart Detail,0020101134,261,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,9,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020411,MEM,POR
Shot Chart Detail,0020101134,264,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,8,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-109,9,1,0,20020411,MEM,POR
Shot Chart Detail,0020101134,271,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,7,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020411,MEM,POR
Shot Chart Detail,0020101134,299,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,5,23,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020411,MEM,POR
Shot Chart Detail,0020101134,335,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,1,54,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-50,9,1,0,20020411,MEM,POR
Shot Chart Detail,0020101134,337,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,1,51,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020411,MEM,POR
Shot Chart Detail,0020101134,442,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,1,38,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,47,1,1,20020411,MEM,POR
Shot Chart Detail,0020101148,2,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,11,46,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-119,63,1,1,20020413,MEM,SAS
Shot Chart Detail,0020101148,6,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,10,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,16,148,1,1,20020413,MEM,SAS
Shot Chart Detail,0020101148,50,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,5,51,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,9,1,1,20020413,MEM,SAS
Shot Chart Detail,0020101148,113,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,10,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-63,53,1,0,20020413,MEM,SAS
Shot Chart Detail,0020101148,142,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,7,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020413,MEM,SAS
Shot Chart Detail,0020101148,158,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,5,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020413,MEM,SAS
Shot Chart Detail,0020101148,166,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,5,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020413,MEM,SAS
Shot Chart Detail,0020101148,173,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,4,1,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020413,MEM,SAS
Shot Chart Detail,0020101148,193,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,1,14,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020413,MEM,SAS
Shot Chart Detail,0020101148,226,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,9,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-84,169,1,0,20020413,MEM,SAS
Shot Chart Detail,0020101148,244,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,6,56,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-56,21,1,1,20020413,MEM,SAS
Shot Chart Detail,0020101148,246,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,6,21,Missed Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,87,1,0,20020413,MEM,SAS
Shot Chart Detail,0020101148,257,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,5,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020413,MEM,SAS
Shot Chart Detail,0020101160,2,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,11,47,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-50,95,1,0,20020414,HOU,MEM
Shot Chart Detail,0020101160,30,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,7,27,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-50,0,1,1,20020414,HOU,MEM
Shot Chart Detail,0020101160,60,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,3,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020414,HOU,MEM
Shot Chart Detail,0020101160,188,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,2,22,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020414,HOU,MEM
Shot Chart Detail,0020101160,192,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,1,36,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,32,1,1,20020414,HOU,MEM
Shot Chart Detail,0020101160,305,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,1,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-67,150,1,0,20020414,HOU,MEM
Shot Chart Detail,0020101160,368,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,6,16,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020414,HOU,MEM
Shot Chart Detail,0020101160,377,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,5,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,127,89,1,0,20020414,HOU,MEM
Shot Chart Detail,0020101160,388,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,3,53,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020414,HOU,MEM
Shot Chart Detail,0020101175,2,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,11,45,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-12,70,1,0,20020416,LAC,MEM
Shot Chart Detail,0020101175,15,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,10,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,14,76,1,0,20020416,LAC,MEM
Shot Chart Detail,0020101175,30,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,8,6,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-63,49,1,0,20020416,LAC,MEM
Shot Chart Detail,0020101175,56,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,4,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-98,0,1,1,20020416,LAC,MEM
Shot Chart Detail,0020101175,190,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,2,3,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-27,99,1,0,20020416,LAC,MEM
Shot Chart Detail,0020101175,228,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,10,17,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020416,LAC,MEM
Shot Chart Detail,0020101175,251,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,6,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020416,LAC,MEM
Shot Chart Detail,0020101175,253,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,6,3,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020416,LAC,MEM
Shot Chart Detail,0020101175,286,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,1,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,1,154,1,0,20020416,LAC,MEM
Shot Chart Detail,0020101175,302,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,0,1,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020416,LAC,MEM
Shot Chart Detail,0020101175,322,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,10,2,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,142,2,1,1,20020416,LAC,MEM
Shot Chart Detail,0020101175,346,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,6,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,121,171,1,1,20020416,LAC,MEM
Shot Chart Detail,0020101187,13,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,9,51,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-4,53,1,1,20020417,SEA,MEM
Shot Chart Detail,0020101187,20,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,8,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,58,179,1,1,20020417,SEA,MEM
Shot Chart Detail,0020101187,53,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,5,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,51,42,1,0,20020417,SEA,MEM
Shot Chart Detail,0020101187,65,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,5,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,108,93,1,0,20020417,SEA,MEM
Shot Chart Detail,0020101187,123,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,0,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-98,36,1,0,20020417,SEA,MEM
Shot Chart Detail,0020101187,167,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,7,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20020417,SEA,MEM
Shot Chart Detail,0020101187,367,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,8,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,180,19,1,1,20020417,SEA,MEM
Shot Chart Detail,0020101187,379,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,6,56,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020417,SEA,MEM
Shot Chart Detail,0020101187,398,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,4,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20020417,SEA,MEM
Shot Chart Detail,0020200012,5,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,11,32,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-59,18,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,7,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,11,13,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,35,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,8,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-143,141,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,63,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,4,57,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,61,1,0,20021030,MEM,DAL
Shot Chart Detail,0020200012,77,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,3,35,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-18,66,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,89,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,2,53,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,180,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,7,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-123,148,1,0,20021030,MEM,DAL
Shot Chart Detail,0020200012,192,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,6,31,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,216,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,3,44,Made Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,3,72,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,296,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,5,42,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-2,82,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,393,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,8,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200012,413,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,5,45,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021030,MEM,DAL
Shot Chart Detail,0020200023,2,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,11,39,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,10,1,1,20021101,DET,MEM
Shot Chart Detail,0020200023,19,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,10,11,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-115,5,1,1,20021101,DET,MEM
Shot Chart Detail,0020200023,55,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,4,29,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,8,1,1,20021101,DET,MEM
Shot Chart Detail,0020200023,57,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,4,1,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,16,53,1,0,20021101,DET,MEM
Shot Chart Detail,0020200023,66,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,3,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021101,DET,MEM
Shot Chart Detail,0020200023,77,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,2,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-176,3,1,1,20021101,DET,MEM
Shot Chart Detail,0020200023,204,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,1,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,40,1,0,20021101,DET,MEM
Shot Chart Detail,0020200023,218,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,0,0,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021101,DET,MEM
Shot Chart Detail,0020200023,224,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,11,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-103,13,1,0,20021101,DET,MEM
Shot Chart Detail,0020200023,238,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,9,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,195,20,1,0,20021101,DET,MEM
Shot Chart Detail,0020200023,278,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,4,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,171,51,1,1,20021101,DET,MEM
Shot Chart Detail,0020200023,286,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,3,22,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021101,DET,MEM
Shot Chart Detail,0020200035,2,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,11,39,Made Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,3,43,1,1,20021102,MEM,SAC
Shot Chart Detail,0020200035,11,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,10,4,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-2,79,1,0,20021102,MEM,SAC
Shot Chart Detail,0020200035,31,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,8,7,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021102,MEM,SAC
Shot Chart Detail,0020200035,59,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,5,20,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,58,1,0,20021102,MEM,SAC
Shot Chart Detail,0020200035,79,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,4,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,43,1,1,20021102,MEM,SAC
Shot Chart Detail,0020200035,84,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,3,16,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,18,66,1,1,20021102,MEM,SAC
Shot Chart Detail,0020200035,221,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,3,49,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021102,MEM,SAC
Shot Chart Detail,0020200035,277,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,11,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,44,210,1,1,20021102,MEM,SAC
Shot Chart Detail,0020200035,283,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,10,24,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-13,89,1,0,20021102,MEM,SAC
Shot Chart Detail,0020200035,329,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,5,12,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-8,66,1,0,20021102,MEM,SAC
Shot Chart Detail,0020200035,450,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,3,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,143,138,1,1,20021102,MEM,SAC
Shot Chart Detail,0020200049,41,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,7,3,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021104,MEM,SAS
Shot Chart Detail,0020200049,49,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,5,45,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20021104,MEM,SAS
Shot Chart Detail,0020200049,89,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,2,18,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-61,26,1,0,20021104,MEM,SAS
Shot Chart Detail,0020200049,92,2200,Pau Gasol,1610612763,Memphis Grizzlies,1,1,53,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20021104,MEM,SAS
Shot Chart Detail,0020200049,128,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,11,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,31,1,1,20021104,MEM,SAS
Shot Chart Detail,0020200049,162,2200,Pau Gasol,1610612763,Memphis Grizzlies,2,8,18,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-20,51,1,0,20021104,MEM,SAS
Shot Chart Detail,0020200049,318,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,5,59,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,13,1,1,20021104,MEM,SAS
Shot Chart Detail,0020200049,328,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,4,28,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-26,54,1,1,20021104,MEM,SAS
Shot Chart Detail,0020200049,340,2200,Pau Gasol,1610612763,Memphis Grizzlies,3,2,30,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,56,77,1,0,20021104,MEM,SAS
Shot Chart Detail,0020200049,414,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,7,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20021104,MEM,SAS
Shot Chart Detail,0020200049,424,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,6,30,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,24,69,1,0,20021104,MEM,SAS
Shot Chart Detail,0020200049,435,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,4,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20021104,MEM,SAS
Shot Chart Detail,0020200049,465,2200,Pau Gasol,1610612763,Memphis Grizzlies,4,1,45,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,59,79,1,1,20021104,MEM,SAS
