GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021100131,205,2403,Nene,1610612743,Denver Nuggets,2,4,17,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,1,20120109,DEN,NOH
Shot Chart Detail,0021100131,321,2403,Nene,1610612743,Denver Nuggets,3,5,34,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,9,1,1,20120109,DEN,NOH
Shot Chart Detail,0021100131,456,2403,Nene,1610612743,Denver Nuggets,4,3,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,103,126,1,0,20120109,DEN,NOH
Shot Chart Detail,0021100150,3,2403,Nene,1610612743,Denver Nuggets,1,11,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,34,1,0,20120111,DEN,NJN
Shot Chart Detail,0021100150,28,2403,Nene,1610612743,Denver Nuggets,1,8,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,6,1,1,20120111,DEN,NJN
Shot Chart Detail,0021100150,220,2403,Nene,1610612743,Denver Nuggets,2,3,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,97,138,1,1,20120111,DEN,NJN
Shot Chart Detail,0021100150,223,2403,Nene,1610612743,Denver Nuggets,2,3,20,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,3,1,1,20120111,DEN,NJN
Shot Chart Detail,0021100150,225,2403,Nene,1610612743,Denver Nuggets,2,2,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,154,56,1,0,20120111,DEN,NJN
Shot Chart Detail,0021100150,269,2403,Nene,1610612743,Denver Nuggets,3,10,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,121,153,1,1,20120111,DEN,NJN
Shot Chart Detail,0021100150,289,2403,Nene,1610612743,Denver Nuggets,3,8,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,149,140,1,0,20120111,DEN,NJN
Shot Chart Detail,0021100168,11,2403,Nene,1610612743,Denver Nuggets,1,9,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,26,1,0,20120113,DEN,MIA
Shot Chart Detail,0021100168,64,2403,Nene,1610612743,Denver Nuggets,1,5,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,4,1,1,20120113,DEN,MIA
Shot Chart Detail,0021100168,77,2403,Nene,1610612743,Denver Nuggets,1,4,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,1,1,1,20120113,DEN,MIA
Shot Chart Detail,0021100168,128,2403,Nene,1610612743,Denver Nuggets,1,1,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,166,36,1,1,20120113,DEN,MIA
Shot Chart Detail,0021100168,166,2403,Nene,1610612743,Denver Nuggets,2,10,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,0,20120113,DEN,MIA
Shot Chart Detail,0021100168,203,2403,Nene,1610612743,Denver Nuggets,2,7,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-161,108,1,0,20120113,DEN,MIA
Shot Chart Detail,0021100168,207,2403,Nene,1610612743,Denver Nuggets,2,7,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,20,156,1,0,20120113,DEN,MIA
Shot Chart Detail,0021100168,327,2403,Nene,1610612743,Denver Nuggets,3,8,22,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,25,1,1,20120113,DEN,MIA
Shot Chart Detail,0021100168,331,2403,Nene,1610612743,Denver Nuggets,3,7,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,9,1,0,20120113,DEN,MIA
Shot Chart Detail,0021100168,489,2403,Nene,1610612743,Denver Nuggets,4,7,58,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,7,1,1,20120113,DEN,MIA
Shot Chart Detail,0021100168,545,2403,Nene,1610612743,Denver Nuggets,4,1,2,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11,1,1,20120113,DEN,MIA
Shot Chart Detail,0021100182,4,2403,Nene,1610612743,Denver Nuggets,1,11,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,15,157,1,0,20120115,DEN,UTA
Shot Chart Detail,0021100182,33,2403,Nene,1610612743,Denver Nuggets,1,8,6,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,6,1,1,20120115,DEN,UTA
Shot Chart Detail,0021100182,38,2403,Nene,1610612743,Denver Nuggets,1,7,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-32,179,1,1,20120115,DEN,UTA
Shot Chart Detail,0021100182,45,2403,Nene,1610612743,Denver Nuggets,1,6,54,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,17,1,0,20120115,DEN,UTA
Shot Chart Detail,0021100182,74,2403,Nene,1610612743,Denver Nuggets,1,4,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-5,1,0,20120115,DEN,UTA
Shot Chart Detail,0021100182,75,2403,Nene,1610612743,Denver Nuggets,1,4,33,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,0,1,1,20120115,DEN,UTA
Shot Chart Detail,0021100182,79,2403,Nene,1610612743,Denver Nuggets,1,4,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,1,20120115,DEN,UTA
Shot Chart Detail,0021100182,202,2403,Nene,1610612743,Denver Nuggets,2,5,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,110,66,1,1,20120115,DEN,UTA
Shot Chart Detail,0021100182,275,2403,Nene,1610612743,Denver Nuggets,2,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,170,50,1,0,20120115,DEN,UTA
Shot Chart Detail,0021100182,282,2403,Nene,1610612743,Denver Nuggets,3,11,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-98,3,1,0,20120115,DEN,UTA
Shot Chart Detail,0021100182,310,2403,Nene,1610612743,Denver Nuggets,3,8,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,3,1,1,20120115,DEN,UTA
Shot Chart Detail,0021100182,330,2403,Nene,1610612743,Denver Nuggets,3,5,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,11,1,1,20120115,DEN,UTA
Shot Chart Detail,0021100182,449,2403,Nene,1610612743,Denver Nuggets,4,10,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,0,20120115,DEN,UTA
Shot Chart Detail,0021100182,463,2403,Nene,1610612743,Denver Nuggets,4,8,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,12,1,0,20120115,DEN,UTA
Shot Chart Detail,0021100182,543,2403,Nene,1610612743,Denver Nuggets,4,2,13,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,0,1,1,20120115,DEN,UTA
Shot Chart Detail,0021100199,11,2403,Nene,1610612743,Denver Nuggets,1,10,23,Made Shot,Running Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,26,1,1,20120117,MIL,DEN
Shot Chart Detail,0021100199,30,2403,Nene,1610612743,Denver Nuggets,1,7,52,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-78,127,1,1,20120117,MIL,DEN
Shot Chart Detail,0021100199,73,2403,Nene,1610612743,Denver Nuggets,1,3,17,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-2,1,1,20120117,MIL,DEN
Shot Chart Detail,0021100199,322,2403,Nene,1610612743,Denver Nuggets,3,8,3,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,37,1,0,20120117,MIL,DEN
Shot Chart Detail,0021100199,326,2403,Nene,1610612743,Denver Nuggets,3,7,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,136,7,1,0,20120117,MIL,DEN
Shot Chart Detail,0021100199,379,2403,Nene,1610612743,Denver Nuggets,3,3,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,0,20120117,MIL,DEN
Shot Chart Detail,0021100202,20,2403,Nene,1610612743,Denver Nuggets,1,9,57,Made Shot,Running Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,33,1,1,20120118,PHI,DEN
Shot Chart Detail,0021100202,22,2403,Nene,1610612743,Denver Nuggets,1,9,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,70,183,1,0,20120118,PHI,DEN
Shot Chart Detail,0021100202,25,2403,Nene,1610612743,Denver Nuggets,1,8,44,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-35,3,1,0,20120118,PHI,DEN
Shot Chart Detail,0021100202,26,2403,Nene,1610612743,Denver Nuggets,1,8,42,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,4,1,0,20120118,PHI,DEN
Shot Chart Detail,0021100202,42,2403,Nene,1610612743,Denver Nuggets,1,6,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-116,77,1,0,20120118,PHI,DEN
Shot Chart Detail,0021100202,46,2403,Nene,1610612743,Denver Nuggets,1,5,42,Missed Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-30,28,1,0,20120118,PHI,DEN
Shot Chart Detail,0021100202,217,2403,Nene,1610612743,Denver Nuggets,2,2,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,-2,1,1,20120118,PHI,DEN
Shot Chart Detail,0021100202,222,2403,Nene,1610612743,Denver Nuggets,2,1,43,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,0,1,1,20120118,PHI,DEN
Shot Chart Detail,0021100202,278,2403,Nene,1610612743,Denver Nuggets,3,9,3,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,6,1,1,20120118,PHI,DEN
Shot Chart Detail,0021100202,295,2403,Nene,1610612743,Denver Nuggets,3,6,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,12,1,1,20120118,PHI,DEN
Shot Chart Detail,0021100202,304,2403,Nene,1610612743,Denver Nuggets,3,5,54,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,15,1,1,20120118,PHI,DEN
Shot Chart Detail,0021100202,437,2403,Nene,1610612743,Denver Nuggets,4,7,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,157,63,1,0,20120118,PHI,DEN
Shot Chart Detail,0021100202,465,2403,Nene,1610612743,Denver Nuggets,4,3,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,17,1,0,20120118,PHI,DEN
Shot Chart Detail,0021100202,526,2403,Nene,1610612743,Denver Nuggets,5,3,5,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,12,39,1,1,20120118,PHI,DEN
Shot Chart Detail,0021100202,532,2403,Nene,1610612743,Denver Nuggets,5,2,1,Made Shot,Running Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20120118,PHI,DEN
Shot Chart Detail,0021100228,19,2403,Nene,1610612743,Denver Nuggets,1,9,40,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,0,1,1,20120121,NYK,DEN
Shot Chart Detail,0021100228,39,2403,Nene,1610612743,Denver Nuggets,1,7,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,1,1,1,20120121,NYK,DEN
Shot Chart Detail,0021100228,54,2403,Nene,1610612743,Denver Nuggets,1,5,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,3,1,0,20120121,NYK,DEN
Shot Chart Detail,0021100228,120,2403,Nene,1610612743,Denver Nuggets,1,0,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,92,20,1,0,20120121,NYK,DEN
Shot Chart Detail,0021100228,128,2403,Nene,1610612743,Denver Nuggets,2,11,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,0,20120121,NYK,DEN
Shot Chart Detail,0021100228,165,2403,Nene,1610612743,Denver Nuggets,2,7,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,14,1,0,20120121,NYK,DEN
Shot Chart Detail,0021100228,281,2403,Nene,1610612743,Denver Nuggets,3,8,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,1,1,1,20120121,NYK,DEN
Shot Chart Detail,0021100228,487,2403,Nene,1610612743,Denver Nuggets,4,4,53,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1,20120121,NYK,DEN
Shot Chart Detail,0021100228,510,2403,Nene,1610612743,Denver Nuggets,4,2,1,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,4,1,1,20120121,NYK,DEN
Shot Chart Detail,0021100228,576,2403,Nene,1610612743,Denver Nuggets,5,2,46,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-45,15,1,0,20120121,NYK,DEN
Shot Chart Detail,0021100228,594,2403,Nene,1610612743,Denver Nuggets,5,0,39,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,8,1,0,20120121,NYK,DEN
Shot Chart Detail,0021100228,627,2403,Nene,1610612743,Denver Nuggets,6,4,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,4,1,0,20120121,NYK,DEN
Shot Chart Detail,0021100228,638,2403,Nene,1610612743,Denver Nuggets,6,3,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,133,3,1,0,20120121,NYK,DEN
Shot Chart Detail,0021100267,18,2403,Nene,1610612743,Denver Nuggets,1,9,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,20,159,1,0,20120125,SAC,DEN
Shot Chart Detail,0021100267,25,2403,Nene,1610612743,Denver Nuggets,1,8,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,84,15,1,0,20120125,SAC,DEN
Shot Chart Detail,0021100267,67,2403,Nene,1610612743,Denver Nuggets,1,4,5,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-18,26,1,1,20120125,SAC,DEN
Shot Chart Detail,0021100267,257,2403,Nene,1610612743,Denver Nuggets,2,0,6,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,23,1,1,20120125,SAC,DEN
Shot Chart Detail,0021100267,264,2403,Nene,1610612743,Denver Nuggets,3,11,20,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,15,47,1,0,20120125,SAC,DEN
Shot Chart Detail,0021100267,267,2403,Nene,1610612743,Denver Nuggets,3,10,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,22,1,1,20120125,SAC,DEN
Shot Chart Detail,0021100267,270,2403,Nene,1610612743,Denver Nuggets,3,10,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,11,1,1,20120125,SAC,DEN
Shot Chart Detail,0021100267,290,2403,Nene,1610612743,Denver Nuggets,3,8,23,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,20,1,1,20120125,SAC,DEN
Shot Chart Detail,0021100267,328,2403,Nene,1610612743,Denver Nuggets,3,3,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,1,20120125,SAC,DEN
Shot Chart Detail,0021100282,2,2403,Nene,1610612743,Denver Nuggets,1,11,41,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,17,1,0,20120127,DEN,TOR
Shot Chart Detail,0021100282,12,2403,Nene,1610612743,Denver Nuggets,1,10,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-114,31,1,0,20120127,DEN,TOR
Shot Chart Detail,0021100282,32,2403,Nene,1610612743,Denver Nuggets,1,8,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,0,20120127,DEN,TOR
Shot Chart Detail,0021100282,40,2403,Nene,1610612743,Denver Nuggets,1,7,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11,1,1,20120127,DEN,TOR
Shot Chart Detail,0021100282,49,2403,Nene,1610612743,Denver Nuggets,1,7,0,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,-3,1,1,20120127,DEN,TOR
Shot Chart Detail,0021100282,65,2403,Nene,1610612743,Denver Nuggets,1,5,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,4,1,1,20120127,DEN,TOR
Shot Chart Detail,0021100282,227,2403,Nene,1610612743,Denver Nuggets,2,1,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,11,1,0,20120127,DEN,TOR
Shot Chart Detail,0021100282,254,2403,Nene,1610612743,Denver Nuggets,3,11,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,17,1,0,20120127,DEN,TOR
Shot Chart Detail,0021100282,315,2403,Nene,1610612743,Denver Nuggets,3,6,44,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,0,1,1,20120127,DEN,TOR
Shot Chart Detail,0021100282,452,2403,Nene,1610612743,Denver Nuggets,4,5,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,7,1,1,20120127,DEN,TOR
Shot Chart Detail,0021100298,12,2403,Nene,1610612743,Denver Nuggets,1,9,38,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,39,1,0,20120129,DEN,LAC
Shot Chart Detail,0021100298,16,2403,Nene,1610612743,Denver Nuggets,1,9,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,4,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100298,37,2403,Nene,1610612743,Denver Nuggets,1,7,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,173,14,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100298,43,2403,Nene,1610612743,Denver Nuggets,1,6,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,6,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100298,125,2403,Nene,1610612743,Denver Nuggets,2,11,18,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-3,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100298,162,2403,Nene,1610612743,Denver Nuggets,2,8,25,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100298,206,2403,Nene,1610612743,Denver Nuggets,2,3,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,163,71,1,0,20120129,DEN,LAC
Shot Chart Detail,0021100298,400,2403,Nene,1610612743,Denver Nuggets,4,9,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,6,153,1,0,20120129,DEN,LAC
Shot Chart Detail,0021100298,445,2403,Nene,1610612743,Denver Nuggets,4,5,34,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,9,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100298,461,2403,Nene,1610612743,Denver Nuggets,4,3,51,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,7,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100298,491,2403,Nene,1610612743,Denver Nuggets,4,1,19,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100298,493,2403,Nene,1610612743,Denver Nuggets,4,0,47,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20120129,DEN,LAC
Shot Chart Detail,0021100312,46,2403,Nene,1610612743,Denver Nuggets,1,8,15,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20120131,MEM,DEN
Shot Chart Detail,0021100312,59,2403,Nene,1610612743,Denver Nuggets,1,7,36,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,1,1,0,20120131,MEM,DEN
Shot Chart Detail,0021100312,73,2403,Nene,1610612743,Denver Nuggets,1,5,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,14,1,1,20120131,MEM,DEN
Shot Chart Detail,0021100312,92,2403,Nene,1610612743,Denver Nuggets,1,3,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,22,1,0,20120131,MEM,DEN
Shot Chart Detail,0021100312,181,2403,Nene,1610612743,Denver Nuggets,2,6,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,4,1,1,20120131,MEM,DEN
Shot Chart Detail,0021100312,219,2403,Nene,1610612743,Denver Nuggets,2,4,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,7,1,1,20120131,MEM,DEN
Shot Chart Detail,0021100312,235,2403,Nene,1610612743,Denver Nuggets,2,3,25,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-10,183,1,1,20120131,MEM,DEN
Shot Chart Detail,0021100312,299,2403,Nene,1610612743,Denver Nuggets,3,11,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-119,135,1,0,20120131,MEM,DEN
Shot Chart Detail,0021100312,323,2403,Nene,1610612743,Denver Nuggets,3,9,18,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,34,1,1,20120131,MEM,DEN
Shot Chart Detail,0021100330,4,2403,Nene,1610612743,Denver Nuggets,1,11,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-26,175,1,1,20120202,LAC,DEN
Shot Chart Detail,0021100330,6,2403,Nene,1610612743,Denver Nuggets,1,10,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-127,22,1,0,20120202,LAC,DEN
Shot Chart Detail,0021100330,138,2403,Nene,1610612743,Denver Nuggets,2,7,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,23,1,1,20120202,LAC,DEN
Shot Chart Detail,0021100330,152,2403,Nene,1610612743,Denver Nuggets,2,5,35,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,12,1,1,20120202,LAC,DEN
Shot Chart Detail,0021100330,171,2403,Nene,1610612743,Denver Nuggets,2,3,41,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,0,20120202,LAC,DEN
Shot Chart Detail,0021100330,180,2403,Nene,1610612743,Denver Nuggets,2,2,41,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,26,1,1,20120202,LAC,DEN
Shot Chart Detail,0021100330,189,2403,Nene,1610612743,Denver Nuggets,2,1,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,100,148,1,0,20120202,LAC,DEN
Shot Chart Detail,0021100330,199,2403,Nene,1610612743,Denver Nuggets,2,0,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,45,1,0,20120202,LAC,DEN
Shot Chart Detail,0021100330,200,2403,Nene,1610612743,Denver Nuggets,2,0,4,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,9,1,0,20120202,LAC,DEN
Shot Chart Detail,0021100330,202,2403,Nene,1610612743,Denver Nuggets,2,0,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,12,1,0,20120202,LAC,DEN
Shot Chart Detail,0021100330,217,2403,Nene,1610612743,Denver Nuggets,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,119,235,1,0,20120202,LAC,DEN
